,ClassificationCode,EFMaleCount,EFFemaleCount,EFTotalCount,sector_cd,STUDENTAID_MEN,STUDENTAID_WOMEN,STUDENTAID_TOTAL,STUAID_MEN_RATIO,STUAID_WOMEN_RATIO,RECRUITEXP_MEN,RECRUITEXP_WOMEN,RECRUITEXP_TOTAL,HDCOACH_SALARY_MEN,HDCOACH_SALARY_WOMEN,NUM_HDCOACH_MEN,NUM_HDCOACH_WOMEN,HDCOACH_SAL_FTE_MEN,HDCOACH_SAL_FTE_WOMN,FTE_HDCOACH_MEN,FTE_HDCOACH_WOMEN,ASCOACH_SALARY_MEN,ASCOACH_SALARY_WOMEN,NUM_ASCOACH_MEN,NUM_ASCOACH_WOMEN,ASCOACH_SAL_FTE_MEN,ASCOACH_SAL_FTE_WOMN,FTE_ASCOACH_MEN,FTE_ASCOACH_WOMEN,IL_PARTIC_MEN,IL_PARTIC_WOMEN,IL_SUM_PARTIC_MEN,IL_SUM_PARTIC_WOMEN,IL_OPEXPPERPART_MEN,IL_OPEXPPERTEAM_MEN,IL_OPEXPPERPART_WOMEN,IL_OPEXPPERTEAM_WOMEN,IL_TOTAL_OPEXP_MENWOMEN,IL_SUM_OPEXPPERPART_MEN,IL_SUM_OPEXPPERTEAM_MEN,IL_SUM_OPEXPPERPART_WOMEN,IL_SUM_OPEXPPERTEAM_WOMEN,IL_MEN_FTHEADCOACH_MALE,IL_MEN_PTHEADCOACH_MALE,IL_MEN_FTUNIVEMPLOY_MALE,IL_MEN_PTUNIVEMPLOY_MALE,IL_MEN_FTHEADCOACH_FEM,IL_MEN_PTHEADCOACH_FEM,IL_MEN_FTUNIVEMPLOY_FEM,IL_MEN_PTUNIVEMPLOY_FEM,IL_MEN_TOTAL_HEADCOACH,IL_WOMEN_FTHDCOACH_MALE,IL_WOMEN_PTHDCOACH_MALE,IL_WOMEN_FTUNIVEMP_MALE,IL_WOMEN_PTUNIVEMP_MALE,IL_WOMEN_FTHDCOACH_FEM,IL_WOMEN_PTHDCOACH_FEM,IL_WOMEN_FTUNIVEMP_FEM,IL_WOMEN_PTUNIVEMP_FEM,IL_WOMEN_TOTAL_HDCOACH,IL_SUM_FTHDCOACH_MALE,IL_SUM_PTHDCOACH_MALE,IL_SUM_FTUNIVEMP_MALE,IL_SUM_PTUNIVEMP_MALE,IL_SUM_FTHDCOACH_FEM,IL_SUM_PTHDCOACH_FEM,IL_SUM_FTUNIVEMP_FEM,IL_SUM_PTUNIVEMP_FEM,IL_SUM_TOTAL_HDCOACH,IL_MEN_FTASCOACH_MALE,IL_MEN_PTASCOACH_MALE,IL_MEN_FTACUNIVEMP_MALE,IL_MEN_PTACUNIVEMP_MALE,IL_MEN_FTASSTCOACH_FEM,IL_MEN_PTASSTCOACH_FEM,IL_MEN_FTACUNIVEMP_FEM,IL_MEN_PTACUNIVEMP_FEM,IL_MEN_TOTAL_ASSTCOACH,IL_WOMEN_FTASCOACH_MALE,IL_WOMEN_PTASCOACH_MALE,IL_WOMEN_FTACUNEMP_MALE,IL_WOMEN_PTACUNEMP_MALE,IL_WOMEN_FTASTCOACH_FEM,IL_WOMEN_PTASTCOACH_FEM,IL_WOMN_FTACUNIVEMP_FEM,IL_WOMN_PTACUNIVEMP_FEM,IL_WOMEN_TOTAL_ASTCOACH,IL_SUM_FTASCOACH_MALE,IL_SUM_PTASCOACH_MALE,IL_SUM_FTACUNIVEMP_MALE,IL_SUM_PTACUNIVEMP_MALE,IL_SUM_FTASCOACH_FEM,IL_SUM_PTASCOACH_FEM,IL_SUM_FTACUNIVEMP_FEM,IL_SUM_PTACUNIVEMP_FEM,IL_SUM_TOTAL_ASSTCOACH,IL_REV_MEN,IL_REV_WOMEN,IL_TOTAL_REV_MENWOMEN,IL_REVENUE_MENALL,IL_REVENUE_WOMENALL,IL_TOTAL_REVENUE_ALL,IL_EXP_MEN,IL_EXP_WOMEN,IL_TOTAL_EXP_MENWOMEN,IL_EXPENSE_MENALL,IL_EXPENSE_WOMENALL,IL_TOTAL_EXPENSE_ALL,UNDUP_CT_PARTIC_MEN,UNDUP_CT_PARTIC_WOMEN,TOT_REVENUE_ALL_NOTALLOC,TOT_EXPENSE_ALL_NOTALLOC,GRND_TOTAL_REVENUE,GRND_TOTAL_EXPENSE,cluster,PC1,PC2,university
27,12,330,91,421,4,335816.0,189241.0,525057,64,36,13000.0,8000.0,21000,43445.0,38750.0,3.0,2.0,60340.0,55755.0,2.16,1.39,28167.0,26000.0,2.0,1.0,36581.0,33766.0,1.54,0.77,61.0,18.0,61,18,2939.0,43856.0,2874.0,26070.0,69926.0,2939,43856,2874,26070,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2,2,4,0,1,0,1,0,5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,2,2,0,0,1,1,0,3,453165.0,379333.0,832498.0,453165,379333,832498,429445.0,370248.0,799693.0,429445,370248,799693,61,18,266301,266301,1327193,1293888,0,-5.37755076672473,-5.458036717944638,Marion Military Institute
28,4,894,877,1771,2,851832.0,346739.0,1198571,71,29,9199.0,8654.0,17853,56806.0,29500.0,5.0,5.0,71008.0,36875.0,4.0,4.0,28100.0,10700.0,14.0,6.0,39340.0,32100.0,10.0,2.0,123.0,73.0,123,73,25642.0,687909.0,19696.0,279820.0,967729.0,25642,687909,19696,279820,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,5.0,4,2,4,2,0,4,3,1,10,8.0,5.0,8.0,5.0,0.0,1.0,1.0,0.0,14.0,0.0,3.0,0.0,3.0,1.0,2.0,1.0,2.0,6.0,8,8,8,8,1,3,2,2,20,268586.0,474636.0,743222.0,268586,474636,743222,272210.0,445766.0,717976.0,272210,445766,717976,118,63,888405,283933,4404418,3581599,0,-2.532282547822716,-2.0181963702121446,Miles College
29,9,476,765,1241,2,1687682.0,2009630.0,3826872,44,53,16657.0,13740.0,31501,26253.0,28137.0,8.0,9.0,49417.0,46042.0,4.25,5.5,14606.0,14595.0,6.0,7.0,25039.0,22703.0,3.5,4.5,122.0,123.0,124,134,17951.0,291494.0,23252.0,350514.0,642008.0,19014,293620,24315,362208,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,8.0,0.0,1.0,0.0,1.0,0.0,9.0,4,12,16,0,2,0,2,0,18,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,4.0,0.0,3.0,0.0,3.0,0.0,7.0,4,6,10,0,3,0,3,0,13,1915769.0,2353772.0,4269541.0,1947376,2527611,4474987,1911583.0,2347961.0,4259544.0,1943006,2520787,4463793,107,120,789360,787395,6367867,6353875,2,0.14580182416006823,-1.80957223887667,University of Mobile
30,5,689,1488,2177,1,975048.0,1385169.0,2360217,41,59,24444.0,42963.0,67407,55518.0,48128.0,5.0,8.0,69398.0,55003.0,4.0,7.0,22884.0,22161.0,8.0,9.0,30512.0,28493.0,6.0,7.0,225.0,234.0,225,234,13336.0,325094.0,21767.0,413780.0,738874.0,13336,325094,21767,413780,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,6.0,0.0,2.0,0.0,2.0,0.0,8.0,7,4,11,0,2,0,2,0,13,4.0,2.0,6.0,0.0,0.0,2.0,2.0,0.0,8.0,1.0,2.0,3.0,0.0,4.0,2.0,6.0,0.0,9.0,5,4,9,0,4,4,8,0,17,1393639.0,2211648.0,3605287.0,1393639,2211648,3605287,1393639.0,2211648.0,3605287.0,1393639,2211648,3605287,146,173,1675575,1675575,6383192,6383192,2,1.414891632668815,-2.6458049557074705,University of Montevallo
31,4,2100,3043,5143,1,1255063.0,864453.0,2119516,59,41,45786.0,31509.0,77295,59363.0,45305.0,6.0,6.0,74985.0,57227.0,4.75,4.75,38907.0,42170.0,11.0,4.0,45050.0,42170.0,9.5,4.0,192.0,138.0,192,138,34190.0,974513.0,22775.0,431476.0,1405989.0,34190,974513,22775,431476,4.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,2.0,1.0,3.0,0.0,3.0,0.0,6.0,5,4,7,2,3,0,3,0,12,8.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,8,3,8,3,4,0,4,0,15,908599.0,1608934.0,2517533.0,908599,1608934,2517533,908599.0,1608934.0,2517533.0,908599,1608934,2517533,192,110,1966638,1966638,7481933,7481933,2,0.33018980647867235,-3.59999808991863,University of North Alabama
32,20,681,945,1626,2,0.0,0.0,0,0,0,0.0,0.0,0,2000.0,1833.0,2.0,3.0,30769.0,30550.0,0.13,0.18,1175.0,750.0,2.0,3.0,19583.0,18750.0,0.12,0.12,31.0,45.0,31,45,3067.0,44335.0,3474.0,47421.0,91756.0,3067,44335,3474,47421,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0,4,3,1,0,1,0,1,5,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,0,5,2,3,0,1,0,1,6,10740.0,25774.0,36514.0,10740,25774,36514,10740.0,25283.0,36023.0,10740,25283,36023,31,42,83829,83829,201134,200543,0,-6.989494568675336,-3.9381610463481422,Oakwood University
35,2,1114,2090,3204,2,4665641.0,3541759.0,8207400,57,43,196558.0,54071.0,250629,113494.0,82451.0,6.0,7.0,123812.0,88793.0,5.5,6.5,57469.0,37267.0,17.0,11.0,61061.0,40994.0,16.0,10.0,262.0,179.0,262,179,49814.0,1419977.0,48746.0,800716.0,2220693.0,49814,1419977,48746,800716,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,5.0,0.0,2.0,0.0,2.0,0.0,7.0,9,2,11,0,2,0,2,0,13,15.0,12.0,17.0,10.0,0.0,0.0,0.0,0.0,27.0,2.0,4.0,4.0,2.0,7.0,3.0,7.0,3.0,16.0,17,16,21,12,7,3,7,3,43,2362724.0,4745899.0,7108623.0,2362724,4745899,7108623,2339639.0,4714976.0,7054615.0,2339639,4714976,7054615,212,128,6257656,4048563,21921217,19634341,1,6.7949611528589955,-2.88076520144405,Samford University
37,12,1037,1056,2093,4,217957.0,192077.0,410034,53,47,0.0,0.0,0,69569.0,66361.0,2.0,2.0,69569.0,66361.0,2.0,2.0,8834.0,33526.0,3.0,2.0,21202.0,44701.0,1.25,1.5,54.0,37.0,54,37,6627.0,155983.0,8837.0,146814.0,302797.0,6627,155983,8837,146814,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3,0,3,0,1,0,1,0,4,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1,3,1,3,0,1,0,1,5,349061.0,267852.0,616913.0,349061,267852,616913,349060.0,267853.0,616913.0,349060,267853,616913,54,37,139115,139115,1363530,1363530,0,-4.974520090606259,-5.719369341661763,Shelton State Community College
38,12,532,812,1344,4,351728.0,478606.0,830334,42,58,371.0,1765.0,2136,19000.0,16842.0,3.0,5.0,41304.0,34654.0,1.38,2.43,7800.0,4629.0,3.0,7.0,20708.0,16202.0,1.13,2.0,84.0,75.0,84,75,4206.0,122546.0,9696.0,160043.0,282589.0,4206,122546,9696,160043,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,5.0,0,7,1,6,0,1,0,1,8,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,7.0,0,6,1,5,0,5,0,5,11,372203.0,576903.0,949106.0,372203,576903,949106,372203.0,576903.0,949106.0,372203,576903,949106,84,75,199009,199009,1543540,1543540,0,-5.652956554158892,-2.427375675139003,Snead State Community College
39,1,4446,5150,9596,1,3846603.0,2433671.0,6280274,61,39,261796.0,101004.0,362800,164475.0,71445.0,8.0,9.0,239672.0,98772.0,5.49,6.51,50872.0,22672.0,35.0,26.0,91543.0,46970.0,19.45,12.55,299.0,186.0,299,186,66333.0,2526359.0,62096.0,1028354.0,3554713.0,66333,2526359,62096,1028354,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,3.0,7.0,0.0,2.0,0.0,2.0,0.0,9.0,9,6,15,0,2,0,2,0,17,14.0,20.0,26.0,8.0,0.0,3.0,0.0,3.0,37.0,2.0,14.0,14.0,2.0,7.0,4.0,7.0,4.0,27.0,16,34,40,10,7,7,7,7,64,2737928.0,3841628.0,6579556.0,2737928,3841628,6579556,2683280.0,3811941.0,6495221.0,2683280,3811941,6495221,244,139,5111065,5111065,24059763,24059763,1,9.873923076658723,0.5513645564664857,University of South Alabama
40,5,502,863,1365,2,748888.0,853162.0,1602050,47,53,10151.0,11897.0,22048,31707.0,27825.0,6.0,8.0,46400.0,39750.0,4.1,5.6,16375.0,15739.0,7.0,8.0,25472.0,26508.0,4.5,4.75,133.0,163.0,133,163,10885.0,245683.0,16525.0,309470.0,555153.0,10885,245683,16525,309470,3.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,2.0,2.0,3.0,1.0,4.0,0.0,8.0,3,7,6,4,3,1,4,0,14,3.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,9.0,5,9,8,6,1,2,1,2,17,969679.0,1129222.0,2098901.0,969679,1129222,2098901,932936.0,1104770.0,2037706.0,932936,1104770,2037706,125,132,665174,651708,3785145,3700003,2,-1.4650372962233396,-1.3497658689506005,Spring Hill College
41,9,248,331,579,2,100637.0,83117.0,183754,55,45,1760.0,1148.0,2908,48004.0,24772.0,2.0,2.0,51617.0,33029.0,1.86,1.5,10077.0,26314.0,6.0,2.0,40308.0,35085.0,1.5,1.5,29.0,29.0,29,29,5428.0,75864.0,3988.0,55286.0,131150.0,5428,75864,3988,55286,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2,1,3,0,0,1,0,1,4,1.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1,6,3,4,0,1,0,1,8,127494.0,116767.0,244261.0,127494,116767,244261,127494.0,116767.0,244261.0,127494,116767,244261,29,28,144473,144473,809936,809936,0,-5.818733346303015,-4.997262171930708,Stillman College
42,9,327,297,624,2,386974.0,372054.0,759028,51,49,0.0,0.0,0,31833.0,33333.0,3.0,3.0,38200.0,50000.0,2.5,2.0,16000.0,19000.0,1.0,1.0,32000.0,38000.0,0.5,0.5,53.0,45.0,53,45,9971.0,162140.0,10332.0,150505.0,312645.0,9971,162140,10332,150505,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3,2,5,0,0,1,1,0,6,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,2,1,1,0,1,1,0,3,309338.0,277929.0,587267.0,309338,277929,587267,309338.0,277929.0,587267.0,309338,277929,587267,53,45,70495,70495,1388768,1388768,0,-5.190940046562209,-5.015631402276754,Talladega College
43,1,3711,5618,9329,1,3221312.0,2097132.0,5318444,61,39,203875.0,113006.0,316881,302934.0,102099.0,6.0,7.0,336593.0,108287.0,5.4,6.6,106601.0,45738.0,24.0,15.0,145779.0,68952.0,17.55,9.95,267.0,198.0,267,198,46510.0,1837756.0,44285.0,758427.0,2596183.0,46510,1837756,44285,758427,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,4.0,0.0,3.0,0.0,3.0,0.0,7.0,8,2,10,0,3,0,3,0,13,14.0,8.0,15.0,7.0,0.0,2.0,1.0,1.0,24.0,2.0,3.0,3.0,2.0,5.0,5.0,6.0,4.0,15.0,16,11,18,9,5,7,7,5,39,1995618.0,3408043.0,5403661.0,1995618,3408043,5403661,1910134.0,3234502.0,5144636.0,1910134,3234502,5144636,252,142,9669261,10054599,28571770,28571770,1,7.451299038277582,-2.694031762090458,Troy University
44,4,870,1476,2346,2,1556932.0,456227.0,2013159,77,23,64364.0,11529.0,75893,50617.0,26533.0,6.0,6.0,91477.0,43497.0,3.32,3.66,46333.0,27500.0,9.0,2.0,52125.0,27500.0,8.0,2.0,191.0,95.0,191,95,16534.0,519087.0,13039.0,230758.0,749845.0,16534,519087,13039,230758,3.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,3.0,1.0,2.0,0.0,2.0,0.0,6.0,3,7,8,2,2,0,2,0,12,7.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,7,5,8,4,2,0,2,0,14,505239.0,502412.0,1007651.0,505239,502412,1007651,505239.0,502412.0,1007651.0,505239,502412,1007651,174,91,707696,707696,4637319,4637319,2,-1.9529519512692055,-2.8187572803810466,Tuskegee University
45,5,3099,3461,6560,1,1456754.0,1361164.0,2817918,52,48,96960.0,50103.0,147063,75359.0,61578.0,6.0,7.0,150718.0,107762.0,3.0,4.0,21434.0,17034.0,16.0,18.0,45006.0,35694.0,7.62,8.59,122.0,111.0,122,111,47277.0,933453.0,46967.0,699941.0,1633394.0,47277,933453,46967,699941,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,5,8,13,0,0,0,0,0,13,3.0,13.0,10.0,6.0,0.0,5.0,4.0,1.0,21.0,1.0,12.0,8.0,5.0,2.0,13.0,6.0,9.0,28.0,4,25,18,11,2,18,10,10,49,3673876.0,2700207.0,6374083.0,3673876,2700207,6374083,3673876.0,2700207.0,6374083.0,3673876,2700207,6374083,80,81,2292631,2292631,11180464,11180464,2,4.172681241767603,0.6460143317621095,University of Alaska Anchorage
46,5,1570,1527,3097,1,764971.0,516745.0,1321572,58,39,56146.0,33909.0,90944,64480.0,35643.0,4.0,5.0,107916.0,59012.0,2.39,3.02,32063.0,22111.0,5.0,6.0,49026.0,43355.0,3.27,3.06,74.0,68.0,80,71,41467.0,949109.0,29250.0,389860.0,1338969.0,50251,1001811,38034,416211,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,5.0,1,8,1,8,0,1,0,1,10,2.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,6.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,3.0,7.0,2,7,2,7,0,4,0,4,13,2647493.0,1174411.0,3821904.0,2809186,1255258,4064444,2632402.0,1151843.0,3784245.0,2772831,1222058,3994889,69,66,1073173,1142728,6370195,6370195,0,-2.6064717517073546,-2.855408942343039,University of Alaska Fairbanks
47,1,22020,16741,38761,1,7352658.0,5620873.0,12973531,57,43,1041301.0,441131.0,1482432,757566.0,161844.0,9.0,13.0,852262.0,175331.0,8.0,12.0,182321.0,59542.0,30.0,28.0,218785.0,72486.0,25.0,23.0,376.0,341.0,376,341,229752.0,9453739.0,190893.0,3786563.0,13240302.0,229752,9453739,190893,3786563,7.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,7.0,0.0,6.0,0.0,6.0,0.0,13.0,12,4,16,0,6,0,6,0,22,20.0,19.0,28.0,11.0,0.0,3.0,2.0,1.0,42.0,7.0,15.0,15.0,7.0,11.0,9.0,13.0,7.0,42.0,27,34,43,18,11,12,15,8,84,6456697.0,2531716.0,8988413.0,6456697,2531716,8988413,12818345.0,13955443.0,26773788.0,12818345,13955443,26773788,328,280,38480844,27766336,98972378,96217912,4,29.485843534315862,-3.254661542617203,Arizona State University-Tempe
48,12,1062,1101,2163,4,715423.0,373733.0,1089156,66,34,27138.0,4983.0,32121,34201.0,35016.0,4.0,4.0,68402.0,70032.0,2.0,2.0,7065.0,3912.0,13.0,6.0,34658.0,34518.0,2.65,0.68,145.0,65.0,145,65,11754.0,378974.0,16239.0,247512.0,626486.0,11754,378974,16239,247512,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,4.0,0,5,5,0,0,3,3,0,8,0.0,17.0,4.0,13.0,0.0,1.0,0.0,1.0,18.0,0.0,7.0,0.0,7.0,0.0,6.0,0.0,6.0,13.0,0,24,4,20,0,7,0,7,31,477472.0,610059.0,1087531.0,477472,610059,1087531,477472.0,610059.0,1087531.0,477472,610059,1087531,145,65,269716,269716,2478868,2478868,0,-3.5739412307375544,-0.11908448229343067,Arizona Western College
49,1,13909,15140,29049,1,7256670.0,6325862.0,13582532,53,47,1011244.0,496480.0,1507724,909073.0,146363.0,9.0,12.0,1168808.0,175636.0,7.0,10.0,243938.0,85029.0,29.0,23.0,353710.0,115039.0,20.0,17.0,295.0,264.0,295,264,330513.0,10068854.0,182941.0,3648821.0,13717675.0,330513,10068854,182941,3648821,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,8.0,0.0,4.0,0.0,4.0,0.0,12.0,9,8,17,0,4,0,4,0,21,16.0,14.0,23.0,7.0,0.0,2.0,2.0,0.0,32.0,7.0,9.0,13.0,3.0,7.0,4.0,8.0,3.0,27.0,23,23,36,10,7,6,10,3,59,2473960.0,4456997.0,6930957.0,2473960,4456997,6930957,7723491.0,12433166.0,20156657.0,7723491,12433166,20156657,258,207,13071887,26234618,88186587,80191470,4,25.06602815788455,-5.6910023592841394,University of Arizona
50,12,761,971,1732,4,446483.0,440266.0,886749,50,50,2449.0,6325.0,8774,8768.0,8768.0,4.0,5.0,43840.0,43840.0,0.8,1.0,4384.0,4384.0,6.0,8.0,43840.0,43840.0,0.6,0.8,121.0,94.0,121,94,7344.0,208746.0,10032.0,205366.0,414112.0,7344,208746,10032,205366,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,5.0,0,7,7,0,0,2,2,0,9,0.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,5.0,8.0,0,7,0,7,0,7,2,5,14,622389.0,612798.0,1235187.0,622389,612798,1235187,622389.0,612798.0,1235187.0,622389,612798,1235187,121,94,436339,436339,1969591,1969591,0,-4.1743115879541035,-1.680922670510277,Central Arizona College
51,12,731,895,1626,4,219400.0,211500.0,430900,51,49,5000.0,5000.0,10000,71133.0,54385.0,3.0,3.0,85360.0,65262.0,2.5,2.5,30394.0,24617.0,2.0,3.0,60788.0,49234.0,1.0,1.5,47.0,38.0,47,38,8662.0,104099.0,9687.0,101536.0,205635.0,8662,104099,9687,101536,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,3,2,5,0,1,0,1,0,6,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,0,3,0,3,0,2,0,2,5,385840.0,375966.0,761806.0,385840,375966,761806,385840.0,375966.0,761806.0,385840,375966,761806,47,38,370250,370250,1629014,1629014,0,-4.717414264358006,-4.9617774914377515,Cochise County Community College District
52,12,1060,909,1969,4,746637.0,397732.0,1144369,65,35,22466.0,14518.0,36984,14949.0,13542.0,4.0,4.0,17085.0,17088.0,3.5,3.17,6026.0,5906.0,12.0,6.0,18078.0,14174.0,4.0,2.5,137.0,48.0,137,48,20242.0,513853.0,25993.0,319066.0,832919.0,20242,513853,25993,319066,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4,2,5,1,2,0,2,0,8,3.0,9.0,5.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,3,9,5,7,0,6,0,6,18,372037.0,580983.0,953020.0,372037,580983,953020,372037.0,580984.0,953021.0,372037,580984,953021,137,48,289535,289535,2568170,2568170,0,-3.5479260094425786,-2.6594603868659896,Eastern Arizona College
53,9,1700,555,2255,2,757284.0,965069.0,1722353,44,56,14971.0,26051.0,41022,37190.0,39918.0,6.0,7.0,55785.0,55885.0,4.0,5.0,4862.0,4417.0,5.0,7.0,52848.0,52405.0,0.46,0.59,91.0,100.0,91,100,23225.0,320675.0,26963.0,374725.0,695400.0,23225,320675,26963,374725,3.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,2.0,0.0,4.0,1.0,5.0,0.0,7.0,3,4,7,0,4,2,6,0,13,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,3.0,8.0,0,12,0,12,0,3,0,3,15,1089808.0,1509022.0,2598830.0,1089808,1509022,2598830,1047686.0,1481885.0,2529571.0,1047686,1481885,2529571,77,90,1863872,1862460,5071209,4983848,2,-1.7527228272662783,-1.4187277809129972,Embry-Riddle Aeronautical University-Prescott
54,13,2775,2771,5546,4,112548.0,57129.0,169677,66,34,0.0,0.0,0,14034.0,15203.0,9.0,8.0,29511.0,31186.0,4.28,3.9,4370.0,1508.0,19.0,15.0,16029.0,16043.0,5.18,1.41,246.0,89.0,246,89,7550.0,190624.0,6201.0,65795.0,256419.0,7550,190624,6201,65795,2.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,5.0,2.0,1.0,2.0,1.0,8.0,2,12,3,11,2,1,2,1,17,1.0,18.0,1.0,18.0,0.0,1.0,0.0,1.0,20.0,0.0,6.0,0.0,6.0,0.0,9.0,0.0,9.0,15.0,1,24,1,24,0,10,0,10,35,194057.0,210099.0,404156.0,194057,210099,404156,192309.0,208902.0,401211.0,192309,208902,401211,209,76,493721,556565,1414173,1414173,3,-3.3240666600659017,3.609624452346547,Glendale Community College
55,3,5251,9291,14542,3,2198797.0,3061013.0,5259810,42,58,192972.0,158794.0,351766,263420.0,103033.0,8.0,9.0,324209.0,123640.0,6.5,7.5,62145.0,44213.0,21.0,22.0,90003.0,60793.0,14.5,16.0,262.0,267.0,262,267,108739.0,2430582.0,96185.0,2005553.0,4436135.0,108739,2430582,96185,2005553,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,6.0,0.0,3.0,0.0,3.0,0.0,9.0,8,6,14,0,3,0,3,0,17,9.0,15.0,15.0,9.0,0.0,5.0,3.0,2.0,29.0,5.0,13.0,11.0,7.0,6.0,5.0,9.0,2.0,29.0,14,28,26,16,6,10,12,4,58,5200387.0,5711797.0,10912184.0,5200387,5711797,10912184,5200387.0,5711797.0,10912184.0,5200387,5711797,10912184,200,193,5327848,5327848,22250576,22250576,1,12.870772646930229,-0.43843597213806657,Grand Canyon University
